doi,cited_by_posts_count,cited_by_tweeters_count,cited_by_accounts_count,cited_by_msm_count,cited_by_fbwalls_count,cited_by_feeds_count,cited_by_peer_review_sites_count,cited_by_rdts_count,cited_by_wikipedia_count,cited_by_policies_count,cited_by_patents_count,cited_by_videos_count,cited_by_rh_count,cited_by_gplus_count,cited_by_qna_count,cited_by_linkedin_count,cited_by_pinners_count
10.1016/j.wneu.2019.09.103,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.122,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.106,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.086,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.091,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.092,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.089,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.101,11,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.7.jns191050,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.6.jns1997,17,13,17,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.6.jns19612,25,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.6.jns19290,22,17,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.6.jns191107,16,14,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.4.jns195,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.099,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.097,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz379,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz380,27,20,21,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz355,8,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
10.1093/neuros/nyz405,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.4.jns19347,49,30,47,14,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz399,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.146,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.084,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.061,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.062,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.065,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.080,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.247,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.262,9,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.263,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.260,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz376,35,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz388,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz348,10,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz377,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz357,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.041,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.037,19,1,14,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz358,5,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.046,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.044,19,10,11,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.016,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.033,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.035,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.021,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.017,14,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.018,7,6,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.027,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.009,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.261,16,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.09.005,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.6.jns19752,23,15,19,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.6.jns19704,16,14,16,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.6.jns19529,12,11,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.6.jns191517,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.6.jns183649,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2018.11.jns182713,3,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.253,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.255,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.259,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.256,5,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.248,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.242,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.254,10,6,9,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.246,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz360,16,13,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz353,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.230,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.218,10,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz352,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz349,15,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.236,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.229,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.239,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.234,23,15,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.225,24,7,23,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.233,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz318,24,22,23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz335,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz356,21,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz342,18,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
10.1093/neuros/nyz354,59,47,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz346,8,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.168,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.191,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.193,3,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.197,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.209,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.192,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.6.jns191027,6,4,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19641,5,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns182765,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.3.jns181864,23,19,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.180,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.182,5,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.184,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.188,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.163,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.176,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.175,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.172,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.169,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.150,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.157,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.140,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.136,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.135,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.139,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.138,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.149,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns181762,96,75,78,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.111,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.6.jns19541,20,18,19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19988,9,8,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19858,21,20,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19722,3,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19565,5,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns191200,8,6,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.1.jns181531,37,31,32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.127,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.117,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.116,12,5,12,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.124,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.108,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.075,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.114,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.106,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2018.12.jns181883,13,11,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.095,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.098,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.087,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.094,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.086,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.6.jns191169,22,19,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.6.jns191158,28,26,27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19765,4,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19622,13,12,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19364,47,43,45,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19173,20,16,18,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns191252,29,28,29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.055,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.053,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.065,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.049,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.071,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.052,4,3,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.051,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.067,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.156,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz325,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz337,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz311,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz332,79,59,63,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz322,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz302,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz281,9,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz243,9,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.06.128,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.06.126,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.05.147,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.06.009,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.040,42,41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.031,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.037,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.034,13,11,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz299,17,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19890,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19798,4,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19780,10,9,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19405,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19360,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19227,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19222,12,10,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19146,7,6,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns183651,15,13,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns183560,12,8,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.002,14,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz282,21,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz264,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz262,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz261,26,19,23,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz265,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.024,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz319,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2010.5.jns091709,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.013,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.08.012,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.222,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns1987,38,35,36,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19803,6,5,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19459,13,12,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19453,24,17,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns182890,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.226,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.219,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.218,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz260,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz314,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz245,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.205,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.198,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.192,14,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.183,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.186,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.180,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/neuros/nyz227,10,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.5.jns19754,25,21,24,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.4.jns19351,38,26,28,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.4.jns19208,17,15,17,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.4.jns183443,11,10,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3171/2019.4.jns181761,34,29,31,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.169,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.172,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.wneu.2019.07.170,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
